2023-08-14 10:34:08,961 | log | INFO | 22222
2023-08-16 15:44:37,508 | log | INFO | Start connecting to database...
2023-08-16 15:44:37,612 | log | INFO | Successfully connected...
2023-08-16 15:44:37,614 | log | INFO | Establishing Table
2023-08-16 15:44:37,617 | log | INFO | Start read the data
2023-08-16 15:44:37,619 | log | INFO | ----Completed 1 lines-----
2023-08-16 15:44:37,620 | log | INFO | ----Completed 2 lines-----
2023-08-16 15:44:37,620 | log | INFO | ----Completed 3 lines-----
2023-08-16 15:44:37,621 | log | INFO | ----Completed 4 lines-----
2023-08-16 15:44:37,621 | log | INFO | ----Completed 5 lines-----
2023-08-16 15:44:37,621 | log | INFO | Start inserting the 1 data
2023-08-16 15:44:38,986 | log | INFO | Inserting the 1 data
2023-08-16 15:44:38,987 | log | INFO | Start inserting the 2 data
2023-08-16 15:44:39,191 | log | INFO | Inserting the 2 data
2023-08-16 15:44:39,191 | log | INFO | Start inserting the 3 data
2023-08-16 15:44:39,394 | log | INFO | Inserting the 3 data
2023-08-16 15:44:39,395 | log | INFO | Start inserting the 4 data
2023-08-16 15:44:39,670 | log | INFO | Inserting the 4 data
2023-08-16 15:44:39,671 | log | INFO | Start inserting the 5 data
2023-08-16 15:44:39,943 | log | INFO | Inserting the 5 data
2023-08-16 15:44:39,944 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-16 15:55:45,915 | log | INFO | Start connecting to database...
2023-08-16 15:55:45,938 | log | INFO | Successfully connected...
2023-08-16 15:55:45,938 | log | INFO | Establishing Table
2023-08-16 15:55:51,185 | log | INFO | Start connecting to database...
2023-08-16 15:55:51,210 | log | INFO | Successfully connected...
2023-08-16 15:55:51,211 | log | INFO | Establishing Table
2023-08-16 16:14:21,317 | log | INFO | Start connecting to database...
2023-08-16 16:14:21,339 | log | INFO | Successfully connected...
2023-08-16 16:14:21,339 | log | INFO | Establishing Table
2023-08-16 16:16:00,182 | log | INFO | Start connecting to database...
2023-08-16 16:16:00,210 | log | INFO | Successfully connected...
2023-08-16 16:16:00,211 | log | INFO | Establishing Table
2023-08-16 16:16:09,588 | log | INFO | Start connecting to database...
2023-08-16 16:16:09,610 | log | INFO | Successfully connected...
2023-08-16 16:16:09,610 | log | INFO | Establishing Table
2023-08-16 16:16:58,774 | log | INFO | Start connecting to database...
2023-08-16 16:16:58,810 | log | INFO | Successfully connected...
2023-08-16 16:16:58,811 | log | INFO | Establishing Table
2023-08-16 16:16:58,815 | log | INFO | Start read the data
2023-08-16 16:16:58,818 | log | INFO | ----Completed 1 lines-----
2023-08-16 16:16:58,819 | log | INFO | ----Completed 2 lines-----
2023-08-16 16:16:58,819 | log | INFO | ----Completed 3 lines-----
2023-08-16 16:16:58,820 | log | INFO | ----Completed 4 lines-----
2023-08-16 16:16:58,820 | log | INFO | ----Completed 5 lines-----
2023-08-16 16:16:58,820 | log | INFO | Start inserting the 1 data
2023-08-16 16:17:00,337 | log | INFO | Inserting the 1 data
2023-08-16 16:17:00,339 | log | INFO | Start inserting the 2 data
2023-08-16 16:17:00,549 | log | INFO | Inserting the 2 data
2023-08-16 16:17:00,549 | log | INFO | Start inserting the 3 data
2023-08-16 16:17:00,757 | log | INFO | Inserting the 3 data
2023-08-16 16:17:00,757 | log | INFO | Start inserting the 4 data
2023-08-16 16:17:00,964 | log | INFO | Inserting the 4 data
2023-08-16 16:17:00,965 | log | INFO | Start inserting the 5 data
2023-08-16 16:17:01,177 | log | INFO | Inserting the 5 data
2023-08-16 16:17:01,178 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-16 16:17:54,326 | log | INFO | Start connecting to database...
2023-08-16 16:17:54,357 | log | INFO | Successfully connected...
2023-08-16 16:17:54,358 | log | INFO | Establishing Table
2023-08-16 16:17:56,104 | log | INFO | Start read the data
2023-08-16 16:17:56,131 | log | INFO | ----Completed 1 lines-----
2023-08-16 16:17:56,133 | log | INFO | ----Completed 2 lines-----
2023-08-16 16:17:56,134 | log | INFO | ----Completed 3 lines-----
2023-08-16 16:17:56,134 | log | INFO | ----Completed 4 lines-----
2023-08-16 16:17:56,135 | log | INFO | ----Completed 5 lines-----
2023-08-16 16:17:56,135 | log | INFO | Start inserting the 1 data
2023-08-16 16:17:56,416 | log | INFO | Inserting the 1 data
2023-08-16 16:17:56,417 | log | INFO | Start inserting the 2 data
2023-08-16 16:17:56,690 | log | INFO | Inserting the 2 data
2023-08-16 16:17:56,691 | log | INFO | Start inserting the 3 data
2023-08-16 16:17:56,896 | log | INFO | Inserting the 3 data
2023-08-16 16:17:56,896 | log | INFO | Start inserting the 4 data
2023-08-16 16:17:57,177 | log | INFO | Inserting the 4 data
2023-08-16 16:17:57,178 | log | INFO | Start inserting the 5 data
2023-08-16 16:17:57,453 | log | INFO | Inserting the 5 data
2023-08-16 16:17:57,454 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-16 16:18:50,639 | log | INFO | Start connecting to database...
2023-08-16 16:18:50,664 | log | INFO | Successfully connected...
2023-08-16 16:18:50,664 | log | INFO | Establishing Table
2023-08-16 16:18:53,761 | log | INFO | Start connecting to database...
2023-08-16 16:18:53,784 | log | INFO | Successfully connected...
2023-08-16 16:18:53,784 | log | INFO | Establishing Table
2023-08-16 16:19:39,619 | log | INFO | Start connecting to database...
2023-08-16 16:19:39,653 | log | INFO | Successfully connected...
2023-08-16 16:19:39,655 | log | INFO | Establishing Table
2023-08-16 16:19:41,376 | log | INFO | Start read the data
2023-08-16 16:19:41,388 | log | INFO | ----Completed 1 lines-----
2023-08-16 16:19:41,390 | log | INFO | ----Completed 2 lines-----
2023-08-16 16:19:41,390 | log | INFO | ----Completed 3 lines-----
2023-08-16 16:19:41,391 | log | INFO | ----Completed 4 lines-----
2023-08-16 16:19:41,391 | log | INFO | ----Completed 5 lines-----
2023-08-16 16:19:41,392 | log | INFO | Start inserting the 1 data
2023-08-16 16:19:41,671 | log | INFO | Inserting the 1 data
2023-08-16 16:19:41,672 | log | INFO | Start inserting the 2 data
2023-08-16 16:19:41,947 | log | INFO | Inserting the 2 data
2023-08-16 16:19:41,948 | log | INFO | Start inserting the 3 data
2023-08-16 16:19:42,151 | log | INFO | Inserting the 3 data
2023-08-16 16:19:42,151 | log | INFO | Start inserting the 4 data
2023-08-16 16:19:42,424 | log | INFO | Inserting the 4 data
2023-08-16 16:19:42,425 | log | INFO | Start inserting the 5 data
2023-08-16 16:19:42,699 | log | INFO | Inserting the 5 data
2023-08-16 16:19:42,701 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-16 16:19:57,385 | log | INFO | Start connecting to database...
2023-08-16 16:19:57,414 | log | INFO | Successfully connected...
2023-08-16 16:19:57,414 | log | INFO | Establishing Table
2023-08-16 16:19:58,793 | log | INFO | Start connecting to database...
2023-08-16 16:19:58,820 | log | INFO | Successfully connected...
2023-08-16 16:19:58,820 | log | INFO | Establishing Table
2023-08-16 16:23:36,863 | log | INFO | Start connecting to database...
2023-08-16 16:23:36,891 | log | INFO | Successfully connected...
2023-08-16 16:23:36,893 | log | INFO | Establishing Table
2023-08-16 16:27:16,337 | log | INFO | Start connecting to database...
2023-08-16 16:27:16,364 | log | INFO | Successfully connected...
2023-08-16 16:27:16,364 | log | INFO | Establishing Table
2023-08-16 16:28:25,045 | log | INFO | Start connecting to database...
2023-08-16 16:28:25,070 | log | INFO | Successfully connected...
2023-08-16 16:28:25,070 | log | INFO | Establishing Table
2023-08-16 16:29:37,190 | log | INFO | Start connecting to database...
2023-08-16 16:29:37,214 | log | INFO | Successfully connected...
2023-08-16 16:29:37,215 | log | INFO | Establishing Table
2023-08-16 16:37:32,028 | log | INFO | Start connecting to database...
2023-08-16 16:37:32,051 | log | INFO | Successfully connected...
2023-08-16 16:37:32,052 | log | INFO | Establishing Table
2023-08-16 16:37:33,409 | log | INFO | Start connecting to database...
2023-08-16 16:37:33,435 | log | INFO | Successfully connected...
2023-08-16 16:37:33,436 | log | INFO | Establishing Table
2023-08-16 16:38:06,911 | log | INFO | Start connecting to database...
2023-08-16 16:38:06,934 | log | INFO | Successfully connected...
2023-08-16 16:38:06,935 | log | INFO | Establishing Table
2023-08-16 16:40:54,966 | log | INFO | Start connecting to database...
2023-08-16 16:40:55,003 | log | INFO | Successfully connected...
2023-08-16 16:40:55,004 | log | INFO | Establishing Table
2023-08-16 16:41:54,590 | log | INFO | Start connecting to database...
2023-08-16 16:41:54,617 | log | INFO | Successfully connected...
2023-08-16 16:41:54,617 | log | INFO | Establishing Table
2023-08-16 16:48:56,438 | log | INFO | Start connecting to database...
2023-08-16 16:48:56,466 | log | INFO | Successfully connected...
2023-08-16 16:48:56,467 | log | INFO | Establishing Table
2023-08-16 17:11:19,955 | log | INFO | Start connecting to database...
2023-08-16 17:11:19,993 | log | INFO | Successfully connected...
2023-08-16 17:11:19,993 | log | INFO | Establishing Table
2023-08-16 17:11:19,998 | log | INFO | Start read the data
2023-08-16 17:11:20,002 | log | INFO | ----Completed 1 lines-----
2023-08-16 17:11:20,002 | log | INFO | ----Completed 2 lines-----
2023-08-16 17:11:20,003 | log | INFO | ----Completed 3 lines-----
2023-08-16 17:11:20,003 | log | INFO | ----Completed 4 lines-----
2023-08-16 17:11:20,004 | log | INFO | ----Completed 5 lines-----
2023-08-16 17:11:20,004 | log | INFO | Start inserting the 1 data
2023-08-16 17:11:21,385 | log | INFO | Inserting the 1 data
2023-08-16 17:11:21,386 | log | INFO | Start inserting the 2 data
2023-08-16 17:11:21,592 | log | INFO | Inserting the 2 data
2023-08-16 17:11:21,593 | log | INFO | Start inserting the 3 data
2023-08-16 17:11:21,800 | log | INFO | Inserting the 3 data
2023-08-16 17:11:21,800 | log | INFO | Start inserting the 4 data
2023-08-16 17:11:22,010 | log | INFO | Inserting the 4 data
2023-08-16 17:11:22,010 | log | INFO | Start inserting the 5 data
2023-08-16 17:11:22,214 | log | INFO | Inserting the 5 data
2023-08-16 17:11:22,215 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-16 17:11:31,154 | log | INFO | Start connecting to database...
2023-08-16 17:11:31,218 | log | INFO | Successfully connected...
2023-08-16 17:11:31,219 | log | INFO | Establishing Table
2023-08-16 17:11:31,226 | log | INFO | Start read the data
2023-08-16 17:19:21,255 | log | INFO | Start connecting to database...
2023-08-16 17:19:21,289 | log | INFO | Successfully connected...
2023-08-16 17:19:21,290 | log | INFO | Establishing Table
2023-08-16 17:19:21,292 | log | INFO | Start read the data
2023-08-16 17:19:21,297 | log | INFO | ----Completed 1 lines-----
2023-08-16 17:19:21,297 | log | INFO | ----Completed 2 lines-----
2023-08-16 17:19:21,299 | log | INFO | ----Completed 3 lines-----
2023-08-16 17:19:21,299 | log | INFO | ----Completed 4 lines-----
2023-08-16 17:19:21,300 | log | INFO | ----Completed 5 lines-----
2023-08-16 17:19:21,300 | log | INFO | Start inserting the 1 data
2023-08-16 17:19:22,714 | log | INFO | Inserting the 1 data
2023-08-16 17:19:22,715 | log | INFO | Start inserting the 2 data
2023-08-16 17:19:22,929 | log | INFO | Inserting the 2 data
2023-08-16 17:19:22,929 | log | INFO | Start inserting the 3 data
2023-08-16 17:19:23,155 | log | INFO | Inserting the 3 data
2023-08-16 17:19:23,156 | log | INFO | Start inserting the 4 data
2023-08-16 17:19:23,371 | log | INFO | Inserting the 4 data
2023-08-16 17:19:23,371 | log | INFO | Start inserting the 5 data
2023-08-16 17:19:23,582 | log | INFO | Inserting the 5 data
2023-08-16 17:19:23,583 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-16 17:20:05,724 | log | INFO | Start connecting to database...
2023-08-16 17:20:05,756 | log | INFO | Successfully connected...
2023-08-16 17:20:05,757 | log | INFO | Establishing Table
2023-08-16 17:20:05,761 | log | INFO | Start read the data
2023-08-16 17:20:05,766 | log | INFO | ----Completed 1 lines-----
2023-08-16 17:20:05,767 | log | INFO | ----Completed 2 lines-----
2023-08-16 17:20:05,767 | log | INFO | ----Completed 3 lines-----
2023-08-16 17:20:05,768 | log | INFO | ----Completed 4 lines-----
2023-08-16 17:20:05,768 | log | INFO | ----Completed 5 lines-----
2023-08-16 17:20:05,769 | log | INFO | Start inserting the 1 data
2023-08-16 17:20:07,190 | log | INFO | Inserting the 1 data
2023-08-16 17:20:07,191 | log | INFO | Start inserting the 2 data
2023-08-16 17:20:07,403 | log | INFO | Inserting the 2 data
2023-08-16 17:20:07,403 | log | INFO | Start inserting the 3 data
2023-08-16 17:20:07,615 | log | INFO | Inserting the 3 data
2023-08-16 17:20:07,616 | log | INFO | Start inserting the 4 data
2023-08-16 17:20:07,827 | log | INFO | Inserting the 4 data
2023-08-16 17:20:07,828 | log | INFO | Start inserting the 5 data
2023-08-16 17:20:08,042 | log | INFO | Inserting the 5 data
2023-08-16 17:20:08,043 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-16 17:21:48,534 | log | INFO | Start connecting to database...
2023-08-16 17:21:48,572 | log | INFO | Successfully connected...
2023-08-16 17:21:48,573 | log | INFO | Establishing Table
2023-08-16 17:21:50,351 | log | INFO | Start read the data
2023-08-16 17:21:50,370 | log | INFO | ----Completed 1 lines-----
2023-08-16 17:21:50,372 | log | INFO | ----Completed 2 lines-----
2023-08-16 17:21:50,375 | log | INFO | ----Completed 3 lines-----
2023-08-16 17:21:50,375 | log | INFO | ----Completed 4 lines-----
2023-08-16 17:21:50,376 | log | INFO | ----Completed 5 lines-----
2023-08-16 17:21:50,377 | log | INFO | Start inserting the 1 data
2023-08-16 17:21:50,682 | log | INFO | Inserting the 1 data
2023-08-16 17:21:50,683 | log | INFO | Start inserting the 2 data
2023-08-16 17:21:50,965 | log | INFO | Inserting the 2 data
2023-08-16 17:21:50,967 | log | INFO | Start inserting the 3 data
2023-08-16 17:21:51,187 | log | INFO | Inserting the 3 data
2023-08-16 17:21:51,188 | log | INFO | Start inserting the 4 data
2023-08-16 17:21:51,516 | log | INFO | Inserting the 4 data
2023-08-16 17:21:51,517 | log | INFO | Start inserting the 5 data
2023-08-16 17:21:51,804 | log | INFO | Inserting the 5 data
2023-08-16 17:21:51,805 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-16 17:22:19,369 | log | INFO | Start connecting to database...
2023-08-16 17:22:19,402 | log | INFO | Successfully connected...
2023-08-16 17:22:19,403 | log | INFO | Establishing Table
2023-08-16 17:22:21,390 | log | INFO | Start read the data
2023-08-16 17:22:21,413 | log | INFO | ----Completed 1 lines-----
2023-08-16 17:22:21,413 | log | INFO | ----Completed 2 lines-----
2023-08-16 17:22:21,414 | log | INFO | ----Completed 3 lines-----
2023-08-16 17:22:21,414 | log | INFO | ----Completed 4 lines-----
2023-08-16 17:22:21,415 | log | INFO | ----Completed 5 lines-----
2023-08-16 17:22:21,415 | log | INFO | Start inserting the 1 data
2023-08-16 17:22:21,692 | log | INFO | Inserting the 1 data
2023-08-16 17:22:21,693 | log | INFO | Start inserting the 2 data
2023-08-16 17:22:21,974 | log | INFO | Inserting the 2 data
2023-08-16 17:22:21,974 | log | INFO | Start inserting the 3 data
2023-08-16 17:22:22,182 | log | INFO | Inserting the 3 data
2023-08-16 17:22:22,184 | log | INFO | Start inserting the 4 data
2023-08-16 17:22:22,457 | log | INFO | Inserting the 4 data
2023-08-16 17:22:22,457 | log | INFO | Start inserting the 5 data
2023-08-16 17:22:22,733 | log | INFO | Inserting the 5 data
2023-08-16 17:22:22,734 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-16 17:22:43,730 | log | INFO | Start connecting to database...
2023-08-16 17:22:43,755 | log | INFO | Successfully connected...
2023-08-16 17:22:43,755 | log | INFO | Establishing Table
2023-08-16 17:22:46,953 | log | INFO | Start connecting to database...
2023-08-16 17:22:46,978 | log | INFO | Successfully connected...
2023-08-16 17:22:46,978 | log | INFO | Establishing Table
2023-08-16 17:23:07,342 | log | INFO | Start connecting to database...
2023-08-16 17:23:07,373 | log | INFO | Successfully connected...
2023-08-16 17:23:07,374 | log | INFO | Establishing Table
2023-08-16 17:23:09,272 | log | INFO | Start read the data
